brand_name,brand_handle,brand_gid,metaobject_type,aliases,updated_at,fields_json
Flyin Diesel,flyin-diesel,gid://shopify/Metaobject/262720586093,brand,,2025-11-21T00:19:15Z,"{""brand_name"": ""Flyin Diesel"", ""description"": ""Flyin’ Diesel is a leading brand in diesel performance upgrades, specializing in tuners, fuel systems, and high-performance engine components for Powerstroke, Duramax, and Cummins trucks. Designed for enthusiasts and professionals alike, Flyin’ Diesel products help maximize horsepower, torque, and overall engine efficiency while ensuring reliability and durability under demanding conditions.\n\nFrom advanced performance tuners to high-flow fuel injectors, turbo upgrades, and exhaust solutions, Flyin’ Diesel provides everything needed to take your diesel truck to the next level. Each product is engineered with precision, tested rigorously, and built to handle extreme towing, off-road, and high-performance applications.\n\nAt Diesel Power Products, we carry the full lineup of Flyin’ Diesel components, making it easy to shop for performance upgrades in one place. Whether you are looking to increase towing capacity, enhance off-road capability, or simply improve daily driving performance, Flyin’ Diesel delivers solutions that meet the demands of modern diesel engines.\n\nUpgrade your diesel truck with Flyin’ Diesel and experience superior power, responsiveness, and durability. Shop now at Diesel Power Products for fast shipping, trusted brands, and expert support to keep your diesel engine running stronger, longer, and more efficiently."", ""image"": """", ""image_file"": ""gid://shopify/MediaImage/52581831737709"", ""collection"": ""gid://shopify/Collection/623882404205""}"
Ford Motor Company,ford,gid://shopify/Metaobject/228483694957,brand,,2025-07-21T15:25:01Z,"{""brand_name"": ""Ford Motor Company"", ""description"": ""Ford makes the trucks you drive and occasionally we run across an upgrade or direct replacement part that they make that is worth putting on your truck.&nbsp; We don't carry the complete line of products from Ford, just the one's that we think are beneficial.<br>\n<br>\nThe AIS kit (Air Induction System) that Ford makes with the help of Donaldson Powercore Filter technology is one such product."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_Ford.png?v=1752772818"", ""image_file"": ""gid://shopify/MediaImage/52039470383469"", ""collection"": ""gid://shopify/Collection/623878701421""}"
Frantz Oil Filters,frantzoilfilters,gid://shopify/Metaobject/228489757037,brand,,2026-02-11T23:25:03Z,"{""brand_name"": ""Frantz Oil Filters"", ""description"": ""<p>Do you want to know the number one way to safeguard your engine against wear? Easy, clean oil. But unless you enjoy the cost and time spent of changing your oil and filter every week, your best option is to install a Frantz Filter System that ensures your engine is fed nothing but clean, quality oil ready to properly lubricate all moving components. Originally developed in 1953, the Frantz system is able to filter oil more than ten times than an OEM filter with a system that is extremely simple to install, even for the do-it-yourselfer. And for those with a HEUI system (7.3L and 6.0L Powerstroke), the benefits of clean oil, thus a Frantz system, is even more pronounced as their fuel system relies on consistent oil pressure to essentially drive the system. And if you're worried about the installation process...don't be. It really is as simple as replacing your oil fill cap and oil filter cap with the Frantz units, mounting the canister, running the oil lines, and firing up the truck.</p>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_FrantzOilFilters.png?v=1748897727"", ""image_file"": ""gid://shopify/MediaImage/53059410657645"", ""collection"": ""gid://shopify/Collection/623882273133""}"
Fuel Bomb,fbomb,gid://shopify/Metaobject/228482023789,brand,,2026-02-11T23:24:23Z,"{""brand_name"": ""Fuel Bomb"", ""description"": ""<u><strong>AVAILABLE IN 2 UNIQUE FORMULAS:</strong></u><br>\n<ul>\n    <li>Fuel Bomb's <strong>F-Bomb Diesel Fuel Additive</strong> is a unique proprietary blend of chemicals to help your diesel run better and cleaner.</li>\n    <li>Fuel Bomb's <strong>HELLFIRE +8 Cetane Booster</strong> is a powerful diesel additive that will increase your vehicles overall horsepower and torque.</li>\n</ul>\nCustomers often use a blend of formulas together to achieve the best overall results."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_fbomb.jpg?v=1748897727"", ""image_file"": ""gid://shopify/MediaImage/53059409346925"", ""collection"": ""gid://shopify/Collection/623877980525""}"
Fuelab,fuelab,gid://shopify/Metaobject/228481761645,brand,,2026-02-11T23:25:45Z,"{""brand_name"": ""Fuelab"", ""description"": ""Fuelab has been making waves in the diesel fueling industry. Their innovative line of Velocity diesel lift pumps, filtration kits, and pressure regulators are all based upon existing philosophies, but with modern upgrades that ensures your new fuel accessory has the same generation of technology as your truck does. The Velocity line of 100 and 200 GPH lift pumps feature lightweight super-efficient DC brushless motors that reduce the current draw and have a high speed reaction for changes in speed and flow. Also due to the brushless motors, the Velocity pumps are 100% ULSD (Ultra Low Sulfur Diesel) compatible. The installation kits for the pumps also feature a vehicle specific, no drill design for simple installations."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_fuelab.jpg?v=1748897728"", ""image_file"": ""gid://shopify/MediaImage/53059412328813"", ""collection"": ""gid://shopify/Collection/623878603117""}"
Full Force Diesel,fullforce,gid://shopify/Metaobject/228481859949,brand,,2025-07-21T15:24:37Z,"{""brand_name"": ""Full Force Diesel"", ""description"": ""Full Force Diesel!\n<p>Ryan Casserly, the owner of Full Force Diesel, has created a name for himself in building some of the most reliable, power producing injectors on the market for 7.3L Powerstrokes. Still within their infancy stages of growth, we had the opportunity to join forces with the team at Full Force to offer their complete line of stock rebuild and performance injectors. Since then, Full Force has further perfected their injector building processes, as well as mastering the 6.0L performance injector.</p>\n<p>Whether you own a 7.3L and are in need of a simple set of reliable stock displacement injectors to replace your tired injectors, or are looking to match a set of custom injectors to a complete engine build, we have the injectors to suit your needs. All of the performance 7.3L injectors are built on the single shot platform, as its been shown time and time again that split shot injectors cannot perform nearly as well as single shots. Due to this, 99-03 Powerstrokes will require custom tuning when opting for any of Casserly's performance injectors.</p>\n<p>While we discuss Full Force's outstanding ability to rebuild 7.3L injectors, many simply prefer new injectors, and that is never a bad option either. When opting for new injectors, Full Force starts production with a set of new Alliant injectors and will modify these in the same manner as their in-house reman units.</p>\n<p>But what about 6.0L's? Full Force spent countless hours in R&amp;D to determine the best route to rebuild and enhance the longevity of the 6.0L injector. While \""the fix\"" was determined by Casserly, the cost to manufacture the injectors completely in house from scratch, would outweigh the benefits overall. So in order to be able to provide a performance injector that was worthy of the Full Force name, all of the 6.0L performance injectors begin life in their shop as new Alliant injectors that get the same TLC as what they have become known for.</p>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_FullForce.png?v=1752772855"", ""image_file"": ""gid://shopify/MediaImage/52039471661421"", ""collection"": ""gid://shopify/Collection/623877292397""}"
Full Send Diesel,fsd101,gid://shopify/Metaobject/228484710765,brand,,2026-02-11T23:25:30Z,"{""brand_name"": ""Full Send Diesel"", ""description"": ""<p>Full Send Diesel strives to provide the highest quality performance parts to you, with the best prices and fast shipping. They know that when a customer wants something, they want it fast and they can provide just that.</p><p>\n</p><p>Full Send Diesel LLC was founded by Hailey and Kevin Kubinak in late 2018. Originally started by making a dual cp3 splitter for his dual cp3 kit. Everything took off after that and the idea of making prebuilt AN Line kits for the diesel performance industry would be a great place to start. Since then Full Send Diesel has created several innovative AN Line kits and other hardware that many diesel performance owners asked for.</p><p></p>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_FSD101.png?v=1748897727"", ""image_file"": ""gid://shopify/MediaImage/53059411116397"", ""collection"": ""gid://shopify/Collection/623882633581""}"
Fumoto Engineering,fumoto,gid://shopify/Metaobject/228487594349,brand,,2026-02-12T15:16:35Z,"{""brand_name"": ""Fumoto Engineering"", ""description"": ""The Fumoto engine oil drain valve is another product that we at Diesel Power Products use on our own trucks and highly endorse. If you are into changing your own oil, it makes the task a breeze.<br>\n<br>\nIntroducing the best way to change engine oil with the Fumoto Drain Valve. Install this valve and you can drain your engine oil without tools and without mess. Just lift the lever of this solid brass ball valve and give it a quarter turn to open it. Return the lever to its original position and it locks closed, double sealed to prevent leakage. The Engine Oil Drain Valve is made of corrosion resistant forged brass and stainless steel. The ball valve design provides a straight flow for efficient drainage and a perfect seal when closed. Frozen drain plug and stripped threads are eliminated forever. Drawing samples for oil analysis is simple now."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_Fumoto.jpg?v=1748897727"", ""image_file"": ""gid://shopify/MediaImage/53064955199853"", ""collection"": ""gid://shopify/Collection/623879258477""}"
GEN-Y Hitch,genyhitch,gid://shopify/Metaobject/228489199981,brand,,2025-07-15T21:55:37Z,"{""brand_name"": ""GEN-Y Hitch"", ""description"": ""Gen-Y Hitch is a company built out of necessity. For anyone with a truck that obviously uses it to tow at least some kind of trailer, determining the proper ball mount for each trailer can be an unduly pain. While the height of your truck doesn't typically change very often, each trailer can have varying heights coupled with varying ball sizes. At this point, you have several options. You can carry numerous ball mounts for each trailer, or possibly you just call it \""good enough\"" and have a trailer that is not riding level. Or maybe you're one of the smart ones and have an adjustable height ball mount that allows you to carry a single ball mount for all trailers. Sure, there's a lot of options out there, but most of them have inadequate load carrying capacity and lock in place by a single pin, meaning you get a ton of wiggle and rattle that is not only annoying, but also unsafe.<img alt=\""GEN-Y Hitch\"" src=\""/Images/gen-y-hitch-made-usa1.png\""><br>\n<br>\nGen-Y Hitch manufactures extreme duty towing products that are made in the USA and proven to be the strongest, most versatile trailer mounting system on the market. Lets face it, the trailer and its contents are valuable, and so is your truck, don't attach the two with a loose, rusty piece of garbage you picked up at your local parts store two decades ago, upgrade with the best, upgrade with a Gen-Y."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_GenYHitch.png?v=1748897751"", ""image_file"": ""gid://shopify/MediaImage/51870258626925"", ""collection"": ""gid://shopify/Collection/623879979373""}"
Garrett,garrett,gid://shopify/Metaobject/228483039597,brand,,2026-02-12T15:18:28Z,"{""brand_name"": ""Garrett"", ""description"": ""Garrett Turbochargers are OEM equipment on many cars and trucks. The also have an aftermarket diesel performance turbo line marketed as POWERMAX <em>Performance Diesel. </em>At Diesel Power Products we carry a variety of Garrett stock turbo parts as well as a few of their more popular performance models. The GTP38R ball bearing turbo that Garrett produces specifically for the 99-03 7.3L Ford Powerstrokes is by far the most popular turbo we sell. It features a 4\"" intake along with a custom silicone adapter hose, a ported shroud intake housing which helps control surging, a 1.0 A/R exhaust housing to help keep EGT's down, a large 88mm compressor wheel to manage all that airflow and, of course, a ball bearing cartridge. The ball bearing aspect is what really sets it apart. No journal bearing turbo can touch it when it comes to spool-up or reliability. The GTP38R functions best in Powerstrokes making up to around 475HP. You can stretch it a little further by substituting a 1.15 A/R exhaust housing for the 1.0. The 1.15 is non-wastegated and requires a machined adapter, which we also carry. You can even order the turbo in this configuration if you prefer.<br>\n<br>\nIf you prefer to stay with the stock turbo we carry a full line of Garrett stock replacements for the Ford Powerstrokes. We can also make a variety of modifications to the stock turbo to make it suit you needs. These mods include: ATS ported shroud, wastegated or non-wastegated 1.0 A/R or 1.15 A/R exhaust housings, wicked wheel, upgraded BD Power wastegates to control creep, non EBV pedestals and more. Give us a call or send us an <a href=\""mailto:cs@dieselpowerproducts.com\"">email</a>, we'll be happy to help you figure out which turbo combination is right for your application."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_Garrett.png?v=1748897751"", ""image_file"": ""gid://shopify/MediaImage/53064972370285"", ""collection"": ""gid://shopify/Collection/623880470893""}"
Gator Fasteners,gator,gid://shopify/Metaobject/228482974061,brand,,2025-07-11T16:55:11Z,"{""brand_name"": ""Gator Fasteners"", ""description"": ""<p>Nothing bites like a GATOR! Gator Fasteners was developed in 2017 to go toe to toe with the best in the Industry. Their fasteners are manufactured in a ISO/TS quality control factory using 8740 steel with an added proprietary element for the ultimate in strength and durability. All threads are rolled and have a max tensile strength of over 221Kpsi. These fasteners are trusted by some of the most succsessful competition trucks in the diesel industry.</p><p></p>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_gator.png?v=1748897751"", ""image_file"": ""gid://shopify/MediaImage/51870258823533"", ""collection"": ""gid://shopify/Collection/623884304749""}"
Gearhead Automotive Performance,gearhead,gid://shopify/Metaobject/228484841837,brand,,2026-02-12T15:18:56Z,"{""brand_name"": ""Gearhead Automotive Performance"", ""description"": ""Gearhead Automotive Performance is based out of Bryan, Texas and has one goal in mind: to create highly refined engine tuning for Powerstrokes with superior customer service. They are a small, personal shop that originally made their claim to fame by writing some of the most powerful, efficient tunes for 7.3L's. Since then, they have not forgotten about their 7.3L roots, but have expanded into tackling and mastering the 6.0L and 6.4L's, as well. What most drivers will realize first after loading a Gearhead tune into their truck is the lack of smoke output, while still being incredibly powerful. Unlike many of the competition, they absolutely refuse to build \""smoke tunes\"" and focus a great deal of their energy towards as little smoke output as possible from even their highest horsepower tunes, creating an equally impressive and properly tuned engine."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_gearhead.jpg?v=1748897751"", ""image_file"": ""gid://shopify/MediaImage/53064975810925"", ""collection"": ""gid://shopify/Collection/623879946605""}"
Generic Race Parts (GRP),grp,gid://shopify/Metaobject/228485136749,brand,,2026-02-12T15:21:02Z,"{""brand_name"": ""Generic Race Parts (GRP)"", ""description"": ""If youre after high quality, machined auto parts at a great value for your Cummins, Powerstroke, or Duramax, then youve come to the right place. Generic Race Parts, or GRP as we call them, arent about building a ton of hype and gimmicks to build their brand reputation, but rather, about getting finitely machined products into your hands that fit every time. <br>\n<br>\nTheir entire line of products are proudly manufactured and assembled in America, so you can rest assured that you are not getting shoddy, imported products that could potentially damage your expensive engine.<br>\n<img alt=\""GRP\"" src=\""/Images/GRP-Logo-Small.jpg\""><br>\nCan you expect to see GRP in every magazine ad? Probably not. Can you expect their product to install easily without headache and still fit your budget? Absolutely. GRPs product line was originally intended for installation shops and to be purchased in bulk quantity, which in turn means that there are no installation instructions that come with any of their products. We feel that this compromise is easily countered with the exceptional craftsmanship that goes into these kits, as well as the price point. If you are unsure of how to install any of their components, but still want to tackle the job yourself, there are plenty of generic installation videos available online that will allow you to still take advantage of the benefits of purchasing GRP."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_GRP.jpg?v=1748897751"", ""image_file"": ""gid://shopify/MediaImage/53064990884205"", ""collection"": ""gid://shopify/Collection/623877226861""}"
Glacier Diesel Power,glacier,gid://shopify/Metaobject/228486709613,brand,,2026-02-12T15:20:11Z,"{""brand_name"": ""Glacier Diesel Power"", ""description"": ""<p>If you start looking around at the trucks in our parking lot you will see a lot of GDP fuel system parts installed on them. In short, we believe in his products and we are confident in recommending them to our customers. We're sure that you will be as happy with them as we are!</p>\n<p>At Diesel Power Products we are proud to offer GDP products and since they are right down the road from us here in Spokane, availability is never an issue. GDP's line-up of performance products includes 5.9L Cummins Power-Flo intake manifolds, Pro-Flo grid heater replacement blocks, fuel delivery systems and fuel filter systems. Some of GDP's most popular products are their Fuel Boss pump systems and their 2 micron fuel filter kits which are available with or without an attached water separator. Look for more innovative and exclusive diesel performance products from Glacier Diesel Power to show up here in the future.</p>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_Glacier.jpg?v=1748897751"", ""image_file"": ""gid://shopify/MediaImage/53064984068461"", ""collection"": ""gid://shopify/Collection/623879422317""}"
Grizzly Products,grizzly,gid://shopify/Metaobject/228485529965,brand,,2026-02-12T15:20:32Z,"{""brand_name"": ""Grizzly Products"", ""description"": ""<p>High quality emissions components are hard to come by. That's where Grizzly Products come in. Grizzly Products manufactures high quality diesel engine components for modern diesel engines that will not let you down. Grizzly's stringent recertification methods used in our remanufactured and new products, along with the use of high-quality replacement parts, make for an unbeatable and highly durable product line that helps support your service reputation.</p><p></p>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_grizzly.png?v=1748897751"", ""image_file"": ""gid://shopify/MediaImage/53064988623213"", ""collection"": ""gid://shopify/Collection/623880110445""}"
H&S Motorsports,hsmotorsports,gid://shopify/Metaobject/228481958253,brand,,2025-07-21T15:24:06Z,"{""brand_name"": ""H&S Motorsports"", ""description"": ""H&S Motorsports is a company based in St. George, Utah that is driven towards finding short comings in a vehicle's factory construction that becomes a limiting factor in power and/or reliability, and upgrading these ailments. The crew at HSM are undoubtedly extremely passionate and dedicated towards diesel performance.<br>\n<br>\nHowever, its not just about building power, its about building additional reliability at the same time. For instance, their intercooler pipe upgrade for 6.7L Powerstrokes is a great solution for the failure prone factory plastic unit that are equipped on these trucks from the factory. While this product may not add an additional 100 horsepower to your truck, it solves a widely known issue that can not only limit your power building potential, but could also leave you stranded on the side of the road.<br>\n<br>\nConversely, products such as their dual high pressure fuel kit for LML Duramax's immediately add power when paired with other fueling upgrades, as the single factory CP4 injection pump is a major limiting factor on these trucks when trying to build power levels above stock. And because you're adding a second pump to the system, it makes the factory pump work at a much lower load level, meaning it will also last substantially longer."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_HSMotorsports.png?v=1752772961"", ""image_file"": ""gid://shopify/MediaImage/52039474348397"", ""collection"": ""gid://shopify/Collection/623878242669""}"
HPS Performance,hps,gid://shopify/Metaobject/228481466733,brand,,2025-07-21T15:22:54Z,"{""brand_name"": ""HPS Performance"", ""description"": """", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_hps.png?v=1752773013"", ""image_file"": ""gid://shopify/MediaImage/52039475233133"", ""collection"": ""gid://shopify/Collection/623885779309""}"
HUBB Reuseable Oil Filters,hubb,gid://shopify/Metaobject/228485792109,brand,,2026-02-12T15:38:46Z,"{""brand_name"": ""HUBB Reuseable Oil Filters"", ""description"": ""HUBB Lifetime Oil Filters are built like a tank but with a carbon footprint of a butterfly! These filters are made of the strongest alloys, fluoroelastomers, and threads with over two feet of media in each filter, it's simply a product manufactured to a higher standard. This is how HUBB offers a 100,000 mile warranty on all of their filters. Typical oil filters use a bypass valve that allows unfiltered oil back into the engine. The problem with that design is the filter is no longer filtering oil once it is in bypass mode. The oil that is flowing through the filter, picking up stored contaminates, and re-introducing them back into the engine. These affects can be devastating in a very short period of time. HUBB continues filtering even while operating in bypass mode by using their patented intergrated secondary filtration system."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_hubb.jpg?v=1748897772"", ""image_file"": ""gid://shopify/MediaImage/53065273770349"", ""collection"": ""gid://shopify/Collection/623879291245""}"
Hamilton Cams,hamilton,gid://shopify/Metaobject/228484317549,brand,,2026-02-12T15:21:20Z,"{""brand_name"": ""Hamilton Cams"", ""description"": ""Hamilton Cams has become a household name in the diesel industry over the past decade by producing some of the highest quality, best power producing components in the industry. Hamilton produces a variety of cam shafts, valve springs, valve retainers, locks, pushrods, and even complete 6BT cylinder heads. And to top it off, all of their products are produced in the USA. If you have any trouble deciding which product is best for you, give us a call!"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_hamilton.jpg?v=1748897772"", ""image_file"": ""gid://shopify/MediaImage/53064995864941"", ""collection"": ""gid://shopify/Collection/623878275437""}"
Hawk Performance,hawk,gid://shopify/Metaobject/228484383085,brand,,2026-02-12T15:35:34Z,"{""brand_name"": ""Hawk Performance"", ""description"": ""<strong>Demand the best¦Hawk Performance brand brake pads!<br></strong>Hawk Performance brake products are engineered to allow users to control, command and conquer whatever type of terrain their vehicle is designed for. Decades of experience developing friction materials for Aerospace, Industrial, Military, Automotive and Motorsports applications give us an advantage over the competition. Our advanced friction technology enables us to provide the right brake pad for whatever you drive, and wherever you drive. What separates Hawk Performance from all the rest?<br>\n<br>\n<strong>AEROSPACE:</strong> While others claim Aerospace technology, we drive it. As the leading global OE supplier to this industry, we set the trends for advanced friction technology.<br>\n<br>\n<strong>MILITARY:</strong> As a primary supplier for Military tanks, heavy equipment and a wide variety of land vehicles, our friction materials perform flawlessly in nearly every form of brutal terrain around the globe.<br>\n<br>\n<strong>MOTORSPORTS:</strong> Our products are utilized by more champions than any other friction manufacturer. In the heat of battle, Hawk Performance provides race car drivers with a substantial competitive edge.<br>\n<br>\n<strong>AUTOMOTIVE:</strong> Recognized as the leader in the performance street market, our products provide improved braking over original equipment and leading aftermarket competitors. Hawk Performance, the first and best choice to increase your braking capability."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_hawk.png?v=1748897772"", ""image_file"": ""gid://shopify/MediaImage/53064998289773"", ""collection"": ""gid://shopify/Collection/623878570349""}"
Hays Diesel Clutches,hayslogo,gid://shopify/Metaobject/228482515309,brand,,2025-07-21T15:23:33Z,"{""brand_name"": ""Hays Diesel Clutches"", ""description"": ""<p>Hays has been in the automotive performance industry since 1958. Drag racers have relied on Hays to stand up to racing's unimaginable power and torque. Hays has now joined the diesel community offering performance clutches for your diesel truck. Wether your truck is used for towing or street performance, Hays has a clutch for you.<p/>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_hayslogo.png?v=1752772990"", ""image_file"": ""gid://shopify/MediaImage/52039475134829"", ""collection"": ""gid://shopify/Collection/623883813229""}"
Heatshield Products,heatshield,gid://shopify/Metaobject/228489724269,brand,,2025-07-21T15:22:21Z,"{""brand_name"": ""Heatshield Products"", ""description"": ""Energy can neither be created nor destroyed, only transfered. Sound familiar? It should, its known as the Law of Conservation of Energy and it aslo applies to anything mechanical, such as your powertrain. While eliminating any form of heat energy from your engine is essentially impossible, it can at least be controlled, and one way you can aid that is with Heatshield's line of products. Heatshield Products is a family owned and operated business and has been since 1985, bringing you the best heat shields, exhaust wraps, heat protective sleeves and thermal insulation around. Thermal management is all about improving the efficiency and performance of your vehicle. Because at the end of the day, if you can control heat, you can create more power with fewer failures."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_heatshield.png?v=1752773042"", ""image_file"": ""gid://shopify/MediaImage/52039476248941"", ""collection"": ""gid://shopify/Collection/623881879917""}"
Hellwig Products,hellwig,gid://shopify/Metaobject/228487332205,brand,,2025-07-15T21:55:36Z,"{""brand_name"": ""Hellwig Products"", ""description"": ""Hellwig carries some of the best Anti-Sway bars on the market for Cummins, Duramax and Ford Powerstrokes. If you haul a camper or other top heavy loads these are a must!<br>\n<br>\nFor over 60 years, Hellwig has been manufacturing suspension and towing components. With such a great product line-up, we at Diesel Power Products felt it was something we had to offer to our customers. For load and sway control, Hellwig has the right products for you!"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_hellwig.png?v=1748897772"", ""image_file"": ""gid://shopify/MediaImage/51870261608813"", ""collection"": ""gid://shopify/Collection/623880995181""}"
Highway Products,highwayproducts,gid://shopify/Metaobject/228483236205,brand,,2025-07-15T21:55:36Z,"{""brand_name"": ""Highway Products"", ""description"": ""Highway Products is a small, family owned business doing BIG things. Well known for their superior aluminum fabrication skills, Highway Products specializes in building everything from unique, extremely high quality aluminum tool boxes and aluminum headache racks to custom flatbeds and service bodies. <br>\n<br>\nLocated just outside of Medford, Oregon on ten acres of industrial property, they are at the pinnacle of capabilities and own and operate only the most cutting edge equipment, staff the most knowledgeable employees in each sector, and all done so in a facility so clean you could eat lunch off of the floor. To prove their superiority and the confidence they have in their products, they feature a <strong>lifetime, fully transferable warranty</strong> on all of their products. Lets put this into perspective, if you buy a truck that has one of their toolboxes already on it, and it was originally installed on the truck three owners ago, if you need a new seal or a replacement strut for it, just call Highway Products and they will send you a replacement free of charge. Now THAT'S a warranty!"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_HighwayProducts.jpg?v=1748897772"", ""image_file"": ""gid://shopify/MediaImage/51870261707117"", ""collection"": ""gid://shopify/Collection/623878963565""}"
Holders Diesel Performance,holders,gid://shopify/Metaobject/228489560429,brand,,2026-02-12T15:38:00Z,"{""brand_name"": ""Holders Diesel Performance"", ""description"": ""<p>Holders Diesel is a family operater and owned business that started in 2011. Their goal to supply a quality affordable injector solution for the diesel market. Holders not only build high quality injectors, they now specialize in everything from routine maintenance like oil and filter changes on personal and fleet vehicles to major engine builds.<p/>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_holders.jpg?v=1748897772"", ""image_file"": ""gid://shopify/MediaImage/53065260597613"", ""collection"": ""gid://shopify/Collection/623884370285""}"
Holset Turbochargers,holset,gid://shopify/Metaobject/228488839533,brand,,2025-07-15T21:55:37Z,"{""brand_name"": ""Holset Turbochargers"", ""description"": ""In 1952 Paul Croset and Brian Holmes formed a new company. Brian Holmes thought that the company's name should derive from the family names of HOLmes and CroSET. So, on March 29, 1952 'HOLSET' was incorporated as a limited company and a wholly owned subsidiary of B.H.D. Engineers Ltd. of England.<br>\n<br>\nHolset Engineering was deeply involved in the design and manufacture of various heavy-duty engine components such as vibration dampers and couplings. The 1950s saw a rapid rise of turbocharging around the world on commercial diesel engines and in 1954 Holset took a license from Dr. Alfred Buechi to manufacture his turbocharger design. Around 1957, Louis Schwitzer's company in Indianapolis, Indiana had developed a small lightweight turbocharger and a close association and licensee agreement between Holset and Schwitzer followed. Holset designed and manufactured turbochargers for the European market where Schwitzer did not have manufacturing facilities at the time. By 1973 Holset's one-millionth turbocharger came off the assembly line.<br>\n<br>\n<u>HISTORY OF HOLSET TURBOCHARGERS</u>\nToday, Holset is known as Cummins Turbo Technologies. While the name is relatively new, Holset has been a part of the Cummins Engine Company family for over 30 years now. Holset is a world leader in turbocharger technology and Holset turbochargers are an important element in the Cummins brand engine success throughout the world. But Holset brand turbochargers are applied to many commercial applications beyond Cummins brand engines, and include major names such as Volvo, Iveco, Detroit Diesel, and Scania among others.<br>\n<br>\nHolset's engineers are very familiar with racing and performance. Their assistance in the turbocharger used on the Banks land speed record setting truck \""Sidewinder\"" is but one example.<br>\n<br>\nHolset's current state-of-the-art turbos are the 'X-Range\"" family. From the HX20 for engines of up to 4 liters in displacement, to the HX83 suitable for engines as large as 25 liters, these turbochargers carry advanced design features that include better aerodynamics, improved durability, 'map width enhancement', and sound suppression. Holset also boasts a patented variable geometry turbine design that surpasses traditional designs in long-term durability. This variable geometry design is utilized on the 2007 to current Ram trucks featuring a 6.7L Cummins diesel engine.<br>\n<br>\nCummins Turbo Technologies' headquarters is in Huddersfield, England, while their U.S. based headquarters is located in Memphis Tennessee. There are six manufacturing plants located around the world including the USA, Brazil, the United Kingdom, China, and India. The newest plant just opened in 2006 in Charleston, South Carolina with a manufacturing capacity of 200,000 units per year to support the growing demand for turbochargers in North America."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_holset.png?v=1748897772"", ""image_file"": ""gid://shopify/MediaImage/51870261576045"", ""collection"": ""gid://shopify/Collection/623878898029""}"
Hot Shot's Secret High Performance Additives,hotshots,gid://shopify/Metaobject/228487266669,brand,,2025-07-15T21:55:37Z,"{""brand_name"": ""Hot Shot's Secret High Performance Additives"", ""description"": ""Are you ready for an unfair advantage? Hot Shot's Secret delivers solutions to the inadequate quality of today's diesel fuel and oil that delivers long term reliability to your power train and increases the efficiency of your engine to deliver a bump in not only power, but also fuel economy. Hot Shots Secret family of products provides problem-specific solutions to diesel truck owners across the USA and around the world. These products offer highly concentrated formulas that are much more impactful than the diluted bottled products commonly found on the retail shelf. Hot Shots Secret products can often be used in tandem with each other to solve more challenging problems. The team is made up of experienced professionals that understand the needs of diesel owners."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_HotShots.png?v=1748897772"", ""image_file"": ""gid://shopify/MediaImage/51870261543277"", ""collection"": ""gid://shopify/Collection/623880077677""}"
